basket,ticker,category
133,ICLN,C02_US_SECTOR_THEME
133,IGV,C02_US_SECTOR_THEME
133,IVV,C01_US_BROAD_STYLE
133,IYT,C02_US_SECTOR_THEME
133,MUB,C05_BONDS_CASH_CREDIT
133,RSP,C01_US_BROAD_STYLE
133,SCHD,C01_US_BROAD_STYLE
133,SLV,C06_REAL_ASSETS
133,SOXX,C02_US_SECTOR_THEME
133,USO,C06_REAL_ASSETS
133,VCIT,C05_BONDS_CASH_CREDIT
133,VEA,C03_DEVELOPED_GLOBAL
133,VGSH,C05_BONDS_CASH_CREDIT
134,AAXJ,C04_EMERGING
134,CORN,C06_REAL_ASSETS
134,EWC,C03_DEVELOPED_GLOBAL
134,EWU,C03_DEVELOPED_GLOBAL
134,EWZ,C04_EMERGING
134,EZA,C04_EMERGING
134,IEFA,C03_DEVELOPED_GLOBAL
134,IEI,C05_BONDS_CASH_CREDIT
134,IGV,C02_US_SECTOR_THEME
134,IJR,C01_US_BROAD_STYLE
134,IWM,C01_US_BROAD_STYLE
134,IYT,C02_US_SECTOR_THEME
134,MBB,C05_BONDS_CASH_CREDIT
134,PPA,C02_US_SECTOR_THEME
134,RWO,C06_REAL_ASSETS
134,RWX,C06_REAL_ASSETS
134,SCHE,C04_EMERGING
134,SHV,C05_BONDS_CASH_CREDIT
134,SPY,C01_US_BROAD_STYLE
134,URA,C06_REAL_ASSETS
134,VEU,C03_DEVELOPED_GLOBAL
134,VGSH,C05_BONDS_CASH_CREDIT
134,VO,C01_US_BROAD_STYLE
134,XLV,C02_US_SECTOR_THEME
135,ASHR,C04_EMERGING
135,COMT,C06_REAL_ASSETS
135,EIDO,C04_EMERGING
135,EWG,C03_DEVELOPED_GLOBAL
135,EWJ,C03_DEVELOPED_GLOBAL
135,EWO,C03_DEVELOPED_GLOBAL
135,IBB,C02_US_SECTOR_THEME
135,IEFA,C03_DEVELOPED_GLOBAL
135,IEMG,C04_EMERGING
135,ITA,C02_US_SECTOR_THEME
135,IVV,C01_US_BROAD_STYLE
135,JNK,C05_BONDS_CASH_CREDIT
135,MDY,C01_US_BROAD_STYLE
135,MTUM,C01_US_BROAD_STYLE
135,PALL,C06_REAL_ASSETS
135,RWO,C06_REAL_ASSETS
135,RWX,C06_REAL_ASSETS
135,SCHD,C01_US_BROAD_STYLE
135,SHY,C05_BONDS_CASH_CREDIT
135,SMH,C02_US_SECTOR_THEME
135,TUR,C04_EMERGING
135,VGLT,C05_BONDS_CASH_CREDIT
135,VGSH,C05_BONDS_CASH_CREDIT
135,XLK,C02_US_SECTOR_THEME
136,ANGL,C05_BONDS_CASH_CREDIT
136,ASHR,C04_EMERGING
136,BND,C05_BONDS_CASH_CREDIT
136,CPER,C06_REAL_ASSETS
136,DBO,C06_REAL_ASSETS
136,EDV,C05_BONDS_CASH_CREDIT
136,EIDO,C04_EMERGING
136,EWC,C03_DEVELOPED_GLOBAL
136,EWG,C03_DEVELOPED_GLOBAL
136,EWJ,C03_DEVELOPED_GLOBAL
136,EWL,C03_DEVELOPED_GLOBAL
136,EWM,C04_EMERGING
136,EZA,C04_EMERGING
136,JNK,C05_BONDS_CASH_CREDIT
136,MDY,C01_US_BROAD_STYLE
136,QQQ,C01_US_BROAD_STYLE
136,SCHB,C01_US_BROAD_STYLE
136,SCHD,C01_US_BROAD_STYLE
136,URA,C06_REAL_ASSETS
136,VNQ,C06_REAL_ASSETS
136,XLB,C02_US_SECTOR_THEME
136,XLE,C02_US_SECTOR_THEME
136,XLV,C02_US_SECTOR_THEME
136,XLY,C02_US_SECTOR_THEME
137,ANGL,C05_BONDS_CASH_CREDIT
137,DBC,C06_REAL_ASSETS
137,EDV,C05_BONDS_CASH_CREDIT
137,EIDO,C04_EMERGING
137,EWD,C03_DEVELOPED_GLOBAL
137,EWJ,C03_DEVELOPED_GLOBAL
137,EWM,C04_EMERGING
137,EWU,C03_DEVELOPED_GLOBAL
137,FXI,C04_EMERGING
137,HACK,C02_US_SECTOR_THEME
137,ITA,C02_US_SECTOR_THEME
137,IWD,C01_US_BROAD_STYLE
137,IWF,C01_US_BROAD_STYLE
137,PPA,C02_US_SECTOR_THEME
137,PPLT,C06_REAL_ASSETS
137,SCHP,C05_BONDS_CASH_CREDIT
137,SCHX,C01_US_BROAD_STYLE
137,SOXX,C02_US_SECTOR_THEME
137,SPLV,C01_US_BROAD_STYLE
137,TUR,C04_EMERGING
137,UNG,C06_REAL_ASSETS
137,URA,C06_REAL_ASSETS
137,VEU,C03_DEVELOPED_GLOBAL
137,VGLT,C05_BONDS_CASH_CREDIT
138,AAXJ,C04_EMERGING
138,BIL,C05_BONDS_CASH_CREDIT
138,BKLN,C05_BONDS_CASH_CREDIT
138,EWC,C03_DEVELOPED_GLOBAL
138,EWJ,C03_DEVELOPED_GLOBAL
138,EWN,C03_DEVELOPED_GLOBAL
138,EWQ,C03_DEVELOPED_GLOBAL
138,FXI,C04_EMERGING
138,GDX,C06_REAL_ASSETS
138,GSG,C06_REAL_ASSETS
138,HDV,C01_US_BROAD_STYLE
138,IGV,C02_US_SECTOR_THEME
138,IJR,C01_US_BROAD_STYLE
138,ITA,C02_US_SECTOR_THEME
138,LQD,C05_BONDS_CASH_CREDIT
138,MCHI,C04_EMERGING
138,RSP,C01_US_BROAD_STYLE
138,SOXX,C02_US_SECTOR_THEME
138,SPY,C01_US_BROAD_STYLE
138,TLT,C05_BONDS_CASH_CREDIT
138,TUR,C04_EMERGING
138,USL,C06_REAL_ASSETS
138,USO,C06_REAL_ASSETS
138,XRT,C02_US_SECTOR_THEME
139,ANGL,C05_BONDS_CASH_CREDIT
139,BKLN,C05_BONDS_CASH_CREDIT
139,CORN,C06_REAL_ASSETS
139,EDV,C05_BONDS_CASH_CREDIT
139,EIDO,C04_EMERGING
139,EWG,C03_DEVELOPED_GLOBAL
139,EWK,C03_DEVELOPED_GLOBAL
139,EWP,C03_DEVELOPED_GLOBAL
139,EWQ,C03_DEVELOPED_GLOBAL
139,EWY,C04_EMERGING
139,IEF,C05_BONDS_CASH_CREDIT
139,IVV,C01_US_BROAD_STYLE
139,IYR,C06_REAL_ASSETS
139,PALL,C06_REAL_ASSETS
139,QQQ,C01_US_BROAD_STYLE
139,SCHE,C04_EMERGING
139,SMH,C02_US_SECTOR_THEME
139,SPLV,C01_US_BROAD_STYLE
139,SPY,C01_US_BROAD_STYLE
139,VWO,C04_EMERGING
139,WOOD,C06_REAL_ASSETS
139,XLE,C02_US_SECTOR_THEME
139,XLU,C02_US_SECTOR_THEME
139,XLV,C02_US_SECTOR_THEME
140,COMT,C06_REAL_ASSETS
140,CORN,C06_REAL_ASSETS
140,DBA,C06_REAL_ASSETS
140,DGRO,C01_US_BROAD_STYLE
140,DGS,C04_EMERGING
140,DIA,C01_US_BROAD_STYLE
140,EIRL,C03_DEVELOPED_GLOBAL
140,EWL,C03_DEVELOPED_GLOBAL
140,EWP,C03_DEVELOPED_GLOBAL
140,EWS,C04_EMERGING
140,IEI,C05_BONDS_CASH_CREDIT
140,IWM,C01_US_BROAD_STYLE
140,IYT,C02_US_SECTOR_THEME
140,MUB,C05_BONDS_CASH_CREDIT
140,PALL,C06_REAL_ASSETS
140,SCHB,C01_US_BROAD_STYLE
140,THD,C04_EMERGING
140,TLT,C05_BONDS_CASH_CREDIT
140,VCIT,C05_BONDS_CASH_CREDIT
140,VGK,C03_DEVELOPED_GLOBAL
140,VWO,C04_EMERGING
140,XLF,C02_US_SECTOR_THEME
140,XLI,C02_US_SECTOR_THEME
140,XLP,C02_US_SECTOR_THEME
141,ANGL,C05_BONDS_CASH_CREDIT
141,BIL,C05_BONDS_CASH_CREDIT
141,BKLN,C05_BONDS_CASH_CREDIT
141,DBA,C06_REAL_ASSETS
141,DEM,C04_EMERGING
141,EFA,C03_DEVELOPED_GLOBAL
141,EPHE,C04_EMERGING
141,EWC,C03_DEVELOPED_GLOBAL
141,EWH,C03_DEVELOPED_GLOBAL
141,EWK,C03_DEVELOPED_GLOBAL
141,EWZ,C04_EMERGING
141,GDXJ,C06_REAL_ASSETS
141,IBB,C02_US_SECTOR_THEME
141,ITA,C02_US_SECTOR_THEME
141,KWEB,C04_EMERGING
141,MBB,C05_BONDS_CASH_CREDIT
141,PPLT,C06_REAL_ASSETS
141,QQQ,C01_US_BROAD_STYLE
141,SCHD,C01_US_BROAD_STYLE
141,SPY,C01_US_BROAD_STYLE
141,VB,C01_US_BROAD_STYLE
141,VNQ,C06_REAL_ASSETS
141,XLE,C02_US_SECTOR_THEME
141,XLI,C02_US_SECTOR_THEME
142,AGG,C05_BONDS_CASH_CREDIT
142,CORN,C06_REAL_ASSETS
142,EMB,C05_BONDS_CASH_CREDIT
142,EPP,C03_DEVELOPED_GLOBAL
142,EWK,C03_DEVELOPED_GLOBAL
142,EWN,C03_DEVELOPED_GLOBAL
142,EWU,C03_DEVELOPED_GLOBAL
142,EWZ,C04_EMERGING
142,EZA,C04_EMERGING
142,IAU,C06_REAL_ASSETS
142,IWF,C01_US_BROAD_STYLE
142,KBE,C02_US_SECTOR_THEME
142,KWEB,C04_EMERGING
142,MUB,C05_BONDS_CASH_CREDIT
142,PPLT,C06_REAL_ASSETS
142,QUAL,C01_US_BROAD_STYLE
142,SCHE,C04_EMERGING
142,SCHP,C05_BONDS_CASH_CREDIT
142,SCHX,C01_US_BROAD_STYLE
142,TAN,C02_US_SECTOR_THEME
142,URA,C06_REAL_ASSETS
142,VTV,C01_US_BROAD_STYLE
142,XBI,C02_US_SECTOR_THEME
142,XLY,C02_US_SECTOR_THEME
143,AAXJ,C04_EMERGING
143,BIL,C05_BONDS_CASH_CREDIT
143,EEM,C04_EMERGING
143,EPI,C04_EMERGING
143,EPOL,C03_DEVELOPED_GLOBAL
143,EWA,C03_DEVELOPED_GLOBAL
143,EWL,C03_DEVELOPED_GLOBAL
143,EWS,C04_EMERGING
143,GLD,C06_REAL_ASSETS
143,GSG,C06_REAL_ASSETS
143,HDV,C01_US_BROAD_STYLE
143,IJH,C01_US_BROAD_STYLE
143,IWF,C01_US_BROAD_STYLE
143,PPA,C02_US_SECTOR_THEME
143,RWX,C06_REAL_ASSETS
143,SCHX,C01_US_BROAD_STYLE
143,SHY,C05_BONDS_CASH_CREDIT
143,SOXX,C02_US_SECTOR_THEME
143,TIP,C05_BONDS_CASH_CREDIT
143,USO,C06_REAL_ASSETS
143,VCIT,C05_BONDS_CASH_CREDIT
143,VGK,C03_DEVELOPED_GLOBAL
143,XLF,C02_US_SECTOR_THEME
143,XLY,C02_US_SECTOR_THEME
144,AGG,C05_BONDS_CASH_CREDIT
144,ARGT,C04_EMERGING
144,BNDX,C05_BONDS_CASH_CREDIT
144,DBO,C06_REAL_ASSETS
144,DIA,C01_US_BROAD_STYLE
144,EIDO,C04_EMERGING
144,EMB,C05_BONDS_CASH_CREDIT
144,EPHE,C04_EMERGING
144,EWI,C03_DEVELOPED_GLOBAL
144,EWN,C03_DEVELOPED_GLOBAL
144,EWO,C03_DEVELOPED_GLOBAL
144,IAU,C06_REAL_ASSETS
144,IJH,C01_US_BROAD_STYLE
144,IJR,C01_US_BROAD_STYLE
144,JNK,C05_BONDS_CASH_CREDIT
144,KRE,C02_US_SECTOR_THEME
144,MCHI,C04_EMERGING
144,SOXX,C02_US_SECTOR_THEME
144,SPY,C01_US_BROAD_STYLE
144,URA,C06_REAL_ASSETS
144,USL,C06_REAL_ASSETS
144,VEA,C03_DEVELOPED_GLOBAL
144,XLY,C02_US_SECTOR_THEME
144,XRT,C02_US_SECTOR_THEME
145,BKLN,C05_BONDS_CASH_CREDIT
145,BNDX,C05_BONDS_CASH_CREDIT
145,BNO,C06_REAL_ASSETS
145,EWD,C03_DEVELOPED_GLOBAL
145,EWK,C03_DEVELOPED_GLOBAL
145,EWL,C03_DEVELOPED_GLOBAL
145,EWO,C03_DEVELOPED_GLOBAL
145,EWS,C04_EMERGING
145,EZA,C04_EMERGING
145,GDX,C06_REAL_ASSETS
145,ICLN,C02_US_SECTOR_THEME
145,INDA,C04_EMERGING
145,IWF,C01_US_BROAD_STYLE
145,SHV,C05_BONDS_CASH_CREDIT
145,SMH,C02_US_SECTOR_THEME
145,SPY,C01_US_BROAD_STYLE
145,TUR,C04_EMERGING
145,URA,C06_REAL_ASSETS
145,USL,C06_REAL_ASSETS
145,VB,C01_US_BROAD_STYLE
145,VGIT,C05_BONDS_CASH_CREDIT
145,VO,C01_US_BROAD_STYLE
145,XLK,C02_US_SECTOR_THEME
145,XLY,C02_US_SECTOR_THEME
146,BND,C05_BONDS_CASH_CREDIT
146,CORN,C06_REAL_ASSETS
146,DBB,C06_REAL_ASSETS
146,EEM,C04_EMERGING
146,EIDO,C04_EMERGING
146,EMB,C05_BONDS_CASH_CREDIT
146,EPOL,C03_DEVELOPED_GLOBAL
146,EWC,C03_DEVELOPED_GLOBAL
146,EWI,C03_DEVELOPED_GLOBAL
146,EWS,C04_EMERGING
146,EWU,C03_DEVELOPED_GLOBAL
146,HDV,C01_US_BROAD_STYLE
146,IEF,C05_BONDS_CASH_CREDIT
146,KBE,C02_US_SECTOR_THEME
146,QQQ,C01_US_BROAD_STYLE
146,RSP,C01_US_BROAD_STYLE
146,RWX,C06_REAL_ASSETS
146,SCHX,C01_US_BROAD_STYLE
146,SLV,C06_REAL_ASSETS
146,TAN,C02_US_SECTOR_THEME
146,TUR,C04_EMERGING
146,VGSH,C05_BONDS_CASH_CREDIT
146,XBI,C02_US_SECTOR_THEME
146,XLV,C02_US_SECTOR_THEME
147,ASHR,C04_EMERGING
147,DBA,C06_REAL_ASSETS
147,DIA,C01_US_BROAD_STYLE
147,EIRL,C03_DEVELOPED_GLOBAL
147,ENZL,C03_DEVELOPED_GLOBAL
147,EWD,C03_DEVELOPED_GLOBAL
147,EWI,C03_DEVELOPED_GLOBAL
147,EWM,C04_EMERGING
147,GDX,C06_REAL_ASSETS
147,IEI,C05_BONDS_CASH_CREDIT
147,IEMG,C04_EMERGING
147,IGV,C02_US_SECTOR_THEME
147,IYR,C06_REAL_ASSETS
147,IYT,C02_US_SECTOR_THEME
147,KWEB,C04_EMERGING
147,MTUM,C01_US_BROAD_STYLE
147,SCHX,C01_US_BROAD_STYLE
147,SHV,C05_BONDS_CASH_CREDIT
147,TAN,C02_US_SECTOR_THEME
147,TIP,C05_BONDS_CASH_CREDIT
147,TLT,C05_BONDS_CASH_CREDIT
147,VNQ,C06_REAL_ASSETS
147,VTI,C01_US_BROAD_STYLE
147,XLV,C02_US_SECTOR_THEME
148,AAXJ,C04_EMERGING
148,BIL,C05_BONDS_CASH_CREDIT
148,BND,C05_BONDS_CASH_CREDIT
148,CPER,C06_REAL_ASSETS
148,DBC,C06_REAL_ASSETS
148,DIA,C01_US_BROAD_STYLE
148,EIDO,C04_EMERGING
148,EIS,C03_DEVELOPED_GLOBAL
148,EWG,C03_DEVELOPED_GLOBAL
148,EWK,C03_DEVELOPED_GLOBAL
148,EWN,C03_DEVELOPED_GLOBAL
148,EZA,C04_EMERGING
148,FDN,C02_US_SECTOR_THEME
148,IAU,C06_REAL_ASSETS
148,IBB,C02_US_SECTOR_THEME
148,ICLN,C02_US_SECTOR_THEME
148,IWF,C01_US_BROAD_STYLE
148,MBB,C05_BONDS_CASH_CREDIT
148,MCHI,C04_EMERGING
148,MUB,C05_BONDS_CASH_CREDIT
148,PPLT,C06_REAL_ASSETS
148,VO,C01_US_BROAD_STYLE
148,VTI,C01_US_BROAD_STYLE
148,XLK,C02_US_SECTOR_THEME
149,ANGL,C05_BONDS_CASH_CREDIT
149,BNDX,C05_BONDS_CASH_CREDIT
149,CPER,C06_REAL_ASSETS
149,DGRO,C01_US_BROAD_STYLE
149,EPI,C04_EMERGING
149,EWC,C03_DEVELOPED_GLOBAL
149,EWH,C03_DEVELOPED_GLOBAL
149,EWI,C03_DEVELOPED_GLOBAL
149,EWL,C03_DEVELOPED_GLOBAL
149,EWS,C04_EMERGING
149,EWZ,C04_EMERGING
149,FXI,C04_EMERGING
149,GSG,C06_REAL_ASSETS
149,IWF,C01_US_BROAD_STYLE
149,RSP,C01_US_BROAD_STYLE
149,SCHX,C01_US_BROAD_STYLE
149,SMH,C02_US_SECTOR_THEME
149,UNG,C06_REAL_ASSETS
149,USL,C06_REAL_ASSETS
149,VCIT,C05_BONDS_CASH_CREDIT
149,VGIT,C05_BONDS_CASH_CREDIT
149,XLB,C02_US_SECTOR_THEME
149,XLI,C02_US_SECTOR_THEME
149,XLP,C02_US_SECTOR_THEME
150,AAXJ,C04_EMERGING
150,BIL,C05_BONDS_CASH_CREDIT
150,BNO,C06_REAL_ASSETS
150,DGS,C04_EMERGING
150,EPHE,C04_EMERGING
150,EWC,C03_DEVELOPED_GLOBAL
150,EWD,C03_DEVELOPED_GLOBAL
150,EWI,C03_DEVELOPED_GLOBAL
150,EWT,C04_EMERGING
150,GDX,C06_REAL_ASSETS
150,GSG,C06_REAL_ASSETS
150,IBB,C02_US_SECTOR_THEME
150,ICLN,C02_US_SECTOR_THEME
150,IEFA,C03_DEVELOPED_GLOBAL
150,LQD,C05_BONDS_CASH_CREDIT
150,MTUM,C01_US_BROAD_STYLE
150,PPA,C02_US_SECTOR_THEME
150,QQQ,C01_US_BROAD_STYLE
150,SHY,C05_BONDS_CASH_CREDIT
150,SOXX,C02_US_SECTOR_THEME
150,SPLV,C01_US_BROAD_STYLE
150,SPY,C01_US_BROAD_STYLE
150,UNG,C06_REAL_ASSETS
150,VGIT,C05_BONDS_CASH_CREDIT
151,ACWI,C03_DEVELOPED_GLOBAL
151,ARGT,C04_EMERGING
151,DBA,C06_REAL_ASSETS
151,DBB,C06_REAL_ASSETS
151,DGS,C04_EMERGING
151,EPP,C03_DEVELOPED_GLOBAL
151,EWG,C03_DEVELOPED_GLOBAL
151,EWT,C04_EMERGING
151,GDXJ,C06_REAL_ASSETS
151,HYG,C05_BONDS_CASH_CREDIT
151,ITA,C02_US_SECTOR_THEME
151,IWD,C01_US_BROAD_STYLE
151,MUB,C05_BONDS_CASH_CREDIT
151,RSP,C01_US_BROAD_STYLE
151,RWX,C06_REAL_ASSETS
151,SHV,C05_BONDS_CASH_CREDIT
151,TUR,C04_EMERGING
151,VB,C01_US_BROAD_STYLE
151,VGIT,C05_BONDS_CASH_CREDIT
151,VGK,C03_DEVELOPED_GLOBAL
151,VTV,C01_US_BROAD_STYLE
151,XLF,C02_US_SECTOR_THEME
151,XLI,C02_US_SECTOR_THEME
151,XLP,C02_US_SECTOR_THEME
152,BIL,C05_BONDS_CASH_CREDIT
152,BKLN,C05_BONDS_CASH_CREDIT
152,CORN,C06_REAL_ASSETS
152,DBA,C06_REAL_ASSETS
152,DBO,C06_REAL_ASSETS
152,DEM,C04_EMERGING
152,DIA,C01_US_BROAD_STYLE
152,EDV,C05_BONDS_CASH_CREDIT
152,ENZL,C03_DEVELOPED_GLOBAL
152,EPOL,C03_DEVELOPED_GLOBAL
152,EWI,C03_DEVELOPED_GLOBAL
152,EWS,C04_EMERGING
152,EWT,C04_EMERGING
152,EWZ,C04_EMERGING
152,HACK,C02_US_SECTOR_THEME
152,IHI,C02_US_SECTOR_THEME
152,IJH,C01_US_BROAD_STYLE
152,MTUM,C01_US_BROAD_STYLE
152,MUB,C05_BONDS_CASH_CREDIT
152,RWX,C06_REAL_ASSETS
152,VB,C01_US_BROAD_STYLE
152,VGK,C03_DEVELOPED_GLOBAL
152,XLE,C02_US_SECTOR_THEME
152,XLF,C02_US_SECTOR_THEME
153,AAXJ,C04_EMERGING
153,EEM,C04_EMERGING
153,EIDO,C04_EMERGING
153,EIS,C03_DEVELOPED_GLOBAL
153,ENZL,C03_DEVELOPED_GLOBAL
153,EWN,C03_DEVELOPED_GLOBAL
153,EWT,C04_EMERGING
153,EWU,C03_DEVELOPED_GLOBAL
153,HACK,C02_US_SECTOR_THEME
153,IAU,C06_REAL_ASSETS
153,IGV,C02_US_SECTOR_THEME
153,IVV,C01_US_BROAD_STYLE
153,IWN,C01_US_BROAD_STYLE
153,JNK,C05_BONDS_CASH_CREDIT
153,LQD,C05_BONDS_CASH_CREDIT
153,MBB,C05_BONDS_CASH_CREDIT
153,PALL,C06_REAL_ASSETS
153,SCHX,C01_US_BROAD_STYLE
153,SMH,C02_US_SECTOR_THEME
153,SPLV,C01_US_BROAD_STYLE
153,TLT,C05_BONDS_CASH_CREDIT
153,URA,C06_REAL_ASSETS
153,VNQ,C06_REAL_ASSETS
153,XLE,C02_US_SECTOR_THEME
154,COMT,C06_REAL_ASSETS
154,DBB,C06_REAL_ASSETS
154,DBC,C06_REAL_ASSETS
154,DIA,C01_US_BROAD_STYLE
154,EEM,C04_EMERGING
154,EIDO,C04_EMERGING
154,EPP,C03_DEVELOPED_GLOBAL
154,EWH,C03_DEVELOPED_GLOBAL
154,EWP,C03_DEVELOPED_GLOBAL
154,EWT,C04_EMERGING
154,EWY,C04_EMERGING
154,IBB,C02_US_SECTOR_THEME
154,ICLN,C02_US_SECTOR_THEME
154,IEF,C05_BONDS_CASH_CREDIT
154,IHI,C02_US_SECTOR_THEME
154,IJR,C01_US_BROAD_STYLE
154,JNK,C05_BONDS_CASH_CREDIT
154,SMH,C02_US_SECTOR_THEME
154,SPLV,C01_US_BROAD_STYLE
154,SPY,C01_US_BROAD_STYLE
154,VEU,C03_DEVELOPED_GLOBAL
154,VGIT,C05_BONDS_CASH_CREDIT
154,VGSH,C05_BONDS_CASH_CREDIT
154,WOOD,C06_REAL_ASSETS
155,AAXJ,C04_EMERGING
155,BNDX,C05_BONDS_CASH_CREDIT
155,CPER,C06_REAL_ASSETS
155,DBO,C06_REAL_ASSETS
155,EIRL,C03_DEVELOPED_GLOBAL
155,EPOL,C03_DEVELOPED_GLOBAL
155,EWO,C03_DEVELOPED_GLOBAL
155,EWQ,C03_DEVELOPED_GLOBAL
155,EWS,C04_EMERGING
155,EZA,C04_EMERGING
155,HYG,C05_BONDS_CASH_CREDIT
155,IGV,C02_US_SECTOR_THEME
155,IHI,C02_US_SECTOR_THEME
155,IJR,C01_US_BROAD_STYLE
155,IWN,C01_US_BROAD_STYLE
155,KBE,C02_US_SECTOR_THEME
155,RWX,C06_REAL_ASSETS
155,SCHB,C01_US_BROAD_STYLE
155,SCHE,C04_EMERGING
155,USL,C06_REAL_ASSETS
155,VB,C01_US_BROAD_STYLE
155,VGIT,C05_BONDS_CASH_CREDIT
155,VGSH,C05_BONDS_CASH_CREDIT
155,XBI,C02_US_SECTOR_THEME
156,AAXJ,C04_EMERGING
156,ANGL,C05_BONDS_CASH_CREDIT
156,DBA,C06_REAL_ASSETS
156,EEM,C04_EMERGING
156,EIRL,C03_DEVELOPED_GLOBAL
156,EMB,C05_BONDS_CASH_CREDIT
156,EPP,C03_DEVELOPED_GLOBAL
156,EWG,C03_DEVELOPED_GLOBAL
156,EWO,C03_DEVELOPED_GLOBAL
156,HDV,C01_US_BROAD_STYLE
156,IAU,C06_REAL_ASSETS
156,IEI,C05_BONDS_CASH_CREDIT
156,IGV,C02_US_SECTOR_THEME
156,RSP,C01_US_BROAD_STYLE
156,RWO,C06_REAL_ASSETS
156,SCHD,C01_US_BROAD_STYLE
156,SCHX,C01_US_BROAD_STYLE
156,THD,C04_EMERGING
156,USL,C06_REAL_ASSETS
156,VGIT,C05_BONDS_CASH_CREDIT
156,VWO,C04_EMERGING
156,XBI,C02_US_SECTOR_THEME
156,XLK,C02_US_SECTOR_THEME
156,XLU,C02_US_SECTOR_THEME
157,DBC,C06_REAL_ASSETS
157,DIA,C01_US_BROAD_STYLE
157,EFA,C03_DEVELOPED_GLOBAL
157,EIRL,C03_DEVELOPED_GLOBAL
157,EPHE,C04_EMERGING
157,EWC,C03_DEVELOPED_GLOBAL
157,EWM,C04_EMERGING
157,EWN,C03_DEVELOPED_GLOBAL
157,EWY,C04_EMERGING
157,EWZ,C04_EMERGING
157,GDX,C06_REAL_ASSETS
157,HACK,C02_US_SECTOR_THEME
157,IAU,C06_REAL_ASSETS
157,IEF,C05_BONDS_CASH_CREDIT
157,KRE,C02_US_SECTOR_THEME
157,MTUM,C01_US_BROAD_STYLE
157,SCHX,C01_US_BROAD_STYLE
157,SHV,C05_BONDS_CASH_CREDIT
157,UNG,C06_REAL_ASSETS
157,VCIT,C05_BONDS_CASH_CREDIT
157,VGIT,C05_BONDS_CASH_CREDIT
157,VTV,C01_US_BROAD_STYLE
157,XLB,C02_US_SECTOR_THEME
157,XLP,C02_US_SECTOR_THEME
158,ACWI,C03_DEVELOPED_GLOBAL
158,AGG,C05_BONDS_CASH_CREDIT
158,ANGL,C05_BONDS_CASH_CREDIT
158,BKLN,C05_BONDS_CASH_CREDIT
158,CORN,C06_REAL_ASSETS
158,DBC,C06_REAL_ASSETS
158,EWC,C03_DEVELOPED_GLOBAL
158,EWI,C03_DEVELOPED_GLOBAL
158,EWS,C04_EMERGING
158,EWZ,C04_EMERGING
158,HACK,C02_US_SECTOR_THEME
158,IHI,C02_US_SECTOR_THEME
158,IWM,C01_US_BROAD_STYLE
158,KWEB,C04_EMERGING
158,MDY,C01_US_BROAD_STYLE
158,RWO,C06_REAL_ASSETS
158,TIP,C05_BONDS_CASH_CREDIT
158,UNG,C06_REAL_ASSETS
158,VB,C01_US_BROAD_STYLE
158,VGK,C03_DEVELOPED_GLOBAL
158,VTV,C01_US_BROAD_STYLE
158,VWO,C04_EMERGING
158,XLI,C02_US_SECTOR_THEME
158,XLP,C02_US_SECTOR_THEME
159,DBA,C06_REAL_ASSETS
159,EEM,C04_EMERGING
159,EWC,C03_DEVELOPED_GLOBAL
159,EWD,C03_DEVELOPED_GLOBAL
159,EWI,C03_DEVELOPED_GLOBAL
159,EWU,C03_DEVELOPED_GLOBAL
159,EWY,C04_EMERGING
159,GDXJ,C06_REAL_ASSETS
159,HDV,C01_US_BROAD_STYLE
159,IEI,C05_BONDS_CASH_CREDIT
159,IEMG,C04_EMERGING
159,INDA,C04_EMERGING
159,KBE,C02_US_SECTOR_THEME
159,PALL,C06_REAL_ASSETS
159,PPA,C02_US_SECTOR_THEME
159,QQQ,C01_US_BROAD_STYLE
159,SCHD,C01_US_BROAD_STYLE
159,SHY,C05_BONDS_CASH_CREDIT
159,SMH,C02_US_SECTOR_THEME
159,SPLV,C01_US_BROAD_STYLE
159,TLT,C05_BONDS_CASH_CREDIT
159,USL,C06_REAL_ASSETS
159,VCSH,C05_BONDS_CASH_CREDIT
159,XLU,C02_US_SECTOR_THEME
160,DBA,C06_REAL_ASSETS
160,DEM,C04_EMERGING
160,DIA,C01_US_BROAD_STYLE
160,EIDO,C04_EMERGING
160,EIS,C03_DEVELOPED_GLOBAL
160,ENZL,C03_DEVELOPED_GLOBAL
160,EPI,C04_EMERGING
160,EWJ,C03_DEVELOPED_GLOBAL
160,EWN,C03_DEVELOPED_GLOBAL
160,GDXJ,C06_REAL_ASSETS
160,GLD,C06_REAL_ASSETS
160,IEI,C05_BONDS_CASH_CREDIT
160,IGV,C02_US_SECTOR_THEME
160,IHI,C02_US_SECTOR_THEME
160,IJH,C01_US_BROAD_STYLE
160,IYR,C06_REAL_ASSETS
160,MCHI,C04_EMERGING
160,QUAL,C01_US_BROAD_STYLE
160,RSP,C01_US_BROAD_STYLE
160,SOXX,C02_US_SECTOR_THEME
160,TLT,C05_BONDS_CASH_CREDIT
160,VCSH,C05_BONDS_CASH_CREDIT
160,VGSH,C05_BONDS_CASH_CREDIT
160,XLP,C02_US_SECTOR_THEME
161,BIL,C05_BONDS_CASH_CREDIT
161,BND,C05_BONDS_CASH_CREDIT
161,CORN,C06_REAL_ASSETS
161,EPHE,C04_EMERGING
161,EWG,C03_DEVELOPED_GLOBAL
161,EWI,C03_DEVELOPED_GLOBAL
161,EWL,C03_DEVELOPED_GLOBAL
